"keyword"	"group"
"Core Impact"	"Other / Unclassified"
"Corel"	"Other / Unclassified"
"corel draw"	"Other / Unclassified"
"Coroutines"	"Other / Unclassified"
"Cosmos DB"	"Databases & Data Stores"
"Couchbase"	"Databases & Data Stores"
"Coupa"	"Other / Unclassified"
"CPI"	"Other / Unclassified"
"CPU"	"Other / Unclassified"
"CQRS"	"Other / Unclassified"
"CRAMM"	"Other / Unclassified"
"Crashlytics"	"Other / Unclassified"
"Creo"	"Other / Unclassified"
"CrewAI"	"Other / Unclassified"
"CRM"	"Other / Unclassified"
"CRM platforms"	"Other / Unclassified"
"CrowdStrike"	"Other / Unclassified"
"CRTO"	"Other / Unclassified"
"Crystal Reports"	"Other / Unclassified"
"CSDM"	"Other / Unclassified"
"CSiRT"	"Other / Unclassified"
"CSM"	"Other / Unclassified"
"CSPM"	"Other / Unclassified"
"CSS"	"Programming Languages"
"CSS / SASS"	"Other / Unclassified"
"CSS/SCSS"	"Other / Unclassified"
"CSS3"	"Cloud & Managed Services"
"CSV"	"Other / Unclassified"
"CTRLM"	"Other / Unclassified"
"CubeIDE"	"Other / Unclassified"
"Cubesat"	"Other / Unclassified"
"Cucumber"	"Other / Unclassified"
"Cucumber.js"	"Other / Unclassified"
"CUDA"	"Other / Unclassified"
"CUDNN"	"Other / Unclassified"
"cUrl"	"Other / Unclassified"
"Cursor"	"Other / Unclassified"
"CybelAngel"	"Other / Unclassified"
"CyberArk"	"Other / Unclassified"
"Cyberbezpieczeñstwo"	"Other / Unclassified"
"CYBERSECURITY"	"Other / Unclassified"
"Cypher"	"Other / Unclassified"
"Cypres"	"Other / Unclassified"
"Cypress"	"Libraries"
"CypressJS"	"Libraries"
"Czujniki przeciwpo¿arowe"	"Other / Unclassified"
"D3"	"Other / Unclassified"
"D3.js"	"Other / Unclassified"
"Dagger"	"Other / Unclassified"
"Dagster"	"Other / Unclassified"
"Danis"	"Other / Unclassified"
"Dapper"	"Other / Unclassified"
"DAPR"	"Other / Unclassified"
"Dart"	"Programming Languages"
"Data analyses"	"Other / Unclassified"
"Data Analysis"	"Other / Unclassified"
"Data and process modeling tools"	"Other / Unclassified"
"Data Architecture"	"Other / Unclassified"
"Data Binding"	"Other / Unclassified"
"Data Center Infrastructure"	"Other / Unclassified"
"Data Center Nexus infra"	"Other / Unclassified"
"Data Contracts"	"Other / Unclassified"
"Data Distribution Service"	"Other / Unclassified"
"data engineering"	"Other / Unclassified"
"Data Factory"	"Other / Unclassified"
"Data Flow"	"Other / Unclassified"
"Data Governance"	"Other / Unclassified"
"Data Integration"	"Other / Unclassified"
"Data Lake"	"Other / Unclassified"
"Data Lake Architecture"	"Other / Unclassified"
"Data Lake Gen2"	"Other / Unclassified"
"DATA LAKES"	"Other / Unclassified"
"Data lineage"	"Other / Unclassified"
"Data Loader"	"Other / Unclassified"
"Data Loss Prevention"	"Other / Unclassified"
"data mesh"	"Other / Unclassified"
"data modeling"	"Other / Unclassified"
"Data Modelling"	"Other / Unclassified"
"Data Platforms"	"Other / Unclassified"
"data privacy"	"Other / Unclassified"
"Data Quality"	"Other / Unclassified"
"data recovery development"	"Other / Unclassified"
"Data Science"	"Other / Unclassified"
"DATA TESTING"	"Other / Unclassified"
"Data Valut"	"Other / Unclassified"
"Data Vault"	"Other / Unclassified"
"Data verse"	"Other / Unclassified"
"data visualization"	"Other / Unclassified"
"Data Warehouse"	"Other / Unclassified"
"Data+"	"Other / Unclassified"
"Databases"	"Other / Unclassified"
"DataBricks"	"Cloud & Managed Services"
"Databricks Apps"	"Cloud & Managed Services"
"Datadog"	"Tools & Collaboration"
"Dataflow"	"Other / Unclassified"
"Dataform"	"Other / Unclassified"
"DataLayer"	"Other / Unclassified"
"Dataproc"	"Other / Unclassified"
"Datasphere"	"Other / Unclassified"
"DataStage"	"Other / Unclassified"
"Datastore"	"Other / Unclassified"
"Datastream"	"Other / Unclassified"
"Dataverse"	"Other / Unclassified"
"DatoCMS"	"Other / Unclassified"
"DAX"	"Other / Unclassified"
"DAX Studio"	"Other / Unclassified"
"DB2"	"Databases & Data Stores"
"DBATools"	"Other / Unclassified"
"DBMS_ASSERT"	"Other / Unclassified"
"DBT"	"Frameworks & Platforms"
"dbt cloud"	"Cloud & Managed Services"
"DDD"	"Methodologies & Concepts"
"DDS"	"Other / Unclassified"
"Debezium"	"Other / Unclassified"
"Debezium / Kafka"	"Tools & Collaboration"
"Debian"	"Other / Unclassified"
"Decision Support"	"Other / Unclassified"
"Deep Learning"	"Other / Unclassified"
"Deepcrawl"	"Other / Unclassified"
"Defender for Endpoint"	"Other / Unclassified"
"Delinea"	"Other / Unclassified"
"Dell"	"Other / Unclassified"
"Dell AI Factory"	"Other / Unclassified"
"DELL EMC PowerMax"	"Other / Unclassified"
"Delphi"	"Other / Unclassified"
"Delphi7"	"Other / Unclassified"
"Delta"	"Other / Unclassified"
"Delta Lake"	"Other / Unclassified"
"Demand Planning"	"Other / Unclassified"
"Demandware Script"	"Other / Unclassified"
"Demantra"	"Other / Unclassified"
"Derivatives"	"Other / Unclassified"
"design and development of web applications in Java"	"Other / Unclassified"
"Design Thinking"	"Other / Unclassified"
"Detectron"	"Other / Unclassified"
"Detektory"	"Other / Unclassified"
"Devexpress"	"Frameworks & Platforms"
"DevOps"	"Methodologies & Concepts"
"DevOps / GitOps"	"Tools & Collaboration"
"DevSecOps"	"Other / Unclassified"
"DevTools"	"Other / Unclassified"
"DEX Pack"	"Other / Unclassified"
"DHCP"	"Other / Unclassified"
"DI Studio"	"Other / Unclassified"
"DialofFlow CX"	"Other / Unclassified"
"DICOM"	"Other / Unclassified"
"Dify"	"Other / Unclassified"
"Digital Signage"	"Tools & Collaboration"
"Digital.ai"	"Tools & Collaboration"
"Discovery"	"Other / Unclassified"
"Disruptor"	"Other / Unclassified"
"Distributed SQL"	"Other / Unclassified"
"Django"	"Frameworks & Platforms"
"DLP"	"Other / Unclassified"
"DMA"	"Other / Unclassified"
"DMN"	"Other / Unclassified"
"DNP3"	"Other / Unclassified"
"DNS"	"Other / Unclassified"
"dobra znajomoæ pakietu MS Office oraz AutoCad"	"Other / Unclassified"
"dobrze organizuje pracê i potrafi pracowaæ z wieloma zadaniami naraz"	"Cloud & Managed Services"
"DOCERK"	"Other / Unclassified"
"Docker"	"Tools & Collaboration"
"Docker / Kubernetes"	"Frameworks & Platforms"
"Docker Compose"	"Tools & Collaboration"
"Docker containers"	"Tools & Collaboration"
"Docker/K8s/Nomad"	"Tools & Collaboration"
"Docker/Kubernetes"	"Frameworks & Platforms"
"Doctrine DBAL"	"Other / Unclassified"
"Doctrine ORM"	"Other / Unclassified"
"Document Management"	"Other / Unclassified"
"Document Understanding"	"Other / Unclassified"
"DocuShare"	"Other / Unclassified"
"Dok³adno"	"Other / Unclassified"
"dok³adnoæ"	"Other / Unclassified"
"Dok³adnoæ i odpowiedzialnoæ"	"Other / Unclassified"
"dokumentacji projektowej"	"Other / Unclassified"
"DomainTools"	"Other / Unclassified"
"Domino"	"Other / Unclassified"
"DORA"	"Other / Unclassified"
"dowiadczenie w pracy w biurze rachunkowym (czyli multitasking level hard"	"Other / Unclassified"
"Dowiadczenie w realizacji projektów z obszaru bankowoci mobilnej"	"Other / Unclassified"
"Dowiadczenie z migracj¹ danych lub wdro¿eniami nowych funkcjonalnoci ERP"	"Cloud & Managed Services"
"DP-300"	"Other / Unclassified"
"DPA"	"Other / Unclassified"
"DPDK"	"Other / Unclassified"
"draw.io"	"Other / Unclassified"
"Driud"	"Other / Unclassified"
"Drools"	"Other / Unclassified"
"DRP"	"Other / Unclassified"
"DRS"	"Other / Unclassified"
"Drupal"	"Other / Unclassified"
"DTB"	"Other / Unclassified"
"DuckDB"	"Other / Unclassified"
"DVC"	"Other / Unclassified"
"DWH"	"Other / Unclassified"
"Dynamics 365"	"Other / Unclassified"
"Dynamics 365 F&O"	"Other / Unclassified"
"Dynamics 365 FnO"	"Other / Unclassified"
"Dynamics 365 Sales"	"Other / Unclassified"
"Dynamics AX"	"Other / Unclassified"
"Dynamics CRM"	"Other / Unclassified"
"Dynamics D365"	"Other / Unclassified"
"DynamoDB"	"Databases & Data Stores"
"Dynatrace"	"Other / Unclassified"
"dystrybutorzy"	"Other / Unclassified"
"e-Commerce lub projektach sprzeda¿owych"	"Other / Unclassified"
"E-commerce system"	"Other / Unclassified"
"E-Mail Spam"	"Other / Unclassified"
"e-mobility"	"Other / Unclassified"
"e.g"	"Other / Unclassified"
"E2E"	"Other / Unclassified"
"EA Architect"	"Other / Unclassified"
"Eagle"	"Other / Unclassified"
"eazyBI"	"Other / Unclassified"
"EBA Oracle"	"Databases & Data Stores"
"EBIOS"	"Frameworks & Platforms"
"EC2"	"Cloud & Managed Services"
"ECAD"	"Other / Unclassified"
"Eclipse"	"Other / Unclassified"
"ECS"	"Other / Unclassified"
"EDB"	"Other / Unclassified"
"EDI"	"Other / Unclassified"
"EDICOM e-Invoicing"	"Other / Unclassified"
"EDR"	"Other / Unclassified"
"EDR/XDR"	"Other / Unclassified"
"EF"	"Other / Unclassified"
"EF Core"	"Other / Unclassified"
"EG"	"Other / Unclassified"
"EGS-CC"	"Other / Unclassified"
"Echo"	"Other / Unclassified"
"EJB"	"Other / Unclassified"
"Ekahau"	"Other / Unclassified"
"EKS"	"Cloud & Managed Services"
"Elastic"	"Other / Unclassified"
"Elastic Stack"	"Other / Unclassified"
"Elasticache"	"Other / Unclassified"
"Elasticearch"	"Other / Unclassified"
"ElasticSearch"	"Databases & Data Stores"
"Elasticsearch (vector"	"Databases & Data Stores"
"Elastiflow"	"Other / Unclassified"
"Elavon"	"Other / Unclassified"
"Elixir"	"Programming Languages"
"ELK"	"Tools & Collaboration"
"ELK Stack"	"Tools & Collaboration"
"ELK/EFK"	"Tools & Collaboration"
"Eloqua"	"Other / Unclassified"
"ELT"	"Other / Unclassified"
"embedded C/C++"	"Other / Unclassified"
"embedded Linux"	"Other / Unclassified"
"Embedded Systems"	"Other / Unclassified"
"Embedding"	"Other / Unclassified"
"Ember"	"Other / Unclassified"
"EML"	"Other / Unclassified"
"EMR"	"Cloud & Managed Services"
"Endpoint Protection"	"Other / Unclassified"
"Energy Logserver"	"Other / Unclassified"
"English"	"Other / Unclassified"
"English - B2"	"Other / Unclassified"
"enova365"	"Other / Unclassified"
"Enterprise Architect"	"Tools & Collaboration"
"Enterprise Architekt"	"Other / Unclassified"
"Enterprise Content Management (ECM"	"Other / Unclassified"
"Enterprise Guide"	"Other / Unclassified"
"Enterprise monitoring tools"	"Other / Unclassified"
"Enterprise Technology Register / CMDB-related tools"	"Other / Unclassified"
"Entiti Framework"	"Other / Unclassified"
"Entity Framework"	"Other / Unclassified"
"Entra"	"Other / Unclassified"
"Entra AD"	"Other / Unclassified"
"Entra ID"	"Other / Unclassified"
"EntraID"	"Other / Unclassified"
"Enzyme"	"Other / Unclassified"
"Equities"	"Other / Unclassified"
"ERP"	"Other / Unclassified"
"ERP IFS"	"Other / Unclassified"
"ERP Impuls EVO"	"Other / Unclassified"
"ERP systems"	"Other / Unclassified"
"ERP XL"	"Other / Unclassified"
"Erwin"	"Other / Unclassified"
"ES6"	"Other / Unclassified"
"ESB"	"Other / Unclassified"
"ESET"	"Other / Unclassified"
"ESET PROTECT"	"Other / Unclassified"
"ESP32"	"Other / Unclassified"
"ESP32 or STM32 or nRF"	"Other / Unclassified"
"Espresso"	"Other / Unclassified"
"ESX Server"	"Other / Unclassified"
"Ethernet"	"Other / Unclassified"
"ETIM Mapper"	"Other / Unclassified"
"ETL"	"Methodologies & Concepts"
"ETL Pipelines"	"Tools & Collaboration"
"ETL/ELT"	"Other / Unclassified"
"ETM.next"	"Other / Unclassified"
"Ettercap"	"Other / Unclassified"
"EU Annex 11 compiance"	"Other / Unclassified"
"EuroElixir"	"Other / Unclassified"
"Event"	"Other / Unclassified"
"Event Hub"	"Other / Unclassified"
"Event Sourcing"	"Other / Unclassified"
"Event Storming"	"Other / Unclassified"
"event-driven architecture"	"Other / Unclassified"
"Event-Driven Automation"	"Other / Unclassified"
"Evidently AI"	"Other / Unclassified"
"EVPN"	"Other / Unclassified"
"Excel"	"Tools & Collaboration"
"Executive Communication"	"Other / Unclassified"
"Exchange"	"Other / Unclassified"
"Exchange Online"	"Other / Unclassified"
"Exchange Server"	"Other / Unclassified"
"Exim"	"Other / Unclassified"
"Eximee"	"Other / Unclassified"
"EXINO"	"Other / Unclassified"
"Express"	"Frameworks & Platforms"
"Express Elixir"	"Frameworks & Platforms"
"Express.js"	"Frameworks & Platforms"
"ExpressRoute"	"Frameworks & Platforms"
"Extreme Networks"	"Other / Unclassified"
"EZD"	"Other / Unclassified"
"EZD RP"	"Other / Unclassified"
"F5"	"Other / Unclassified"
"F5 BIG-IP"	"Other / Unclassified"
"Fabric"	"Other / Unclassified"
"Facebook Ads"	"Other / Unclassified"
"Falcon"	"Other / Unclassified"
"FastAPI"	"Frameworks & Platforms"
"Fastify"	"Other / Unclassified"
"Fastly"	"Other / Unclassified"
"FCT"	"Other / Unclassified"
"Feature Store"	"Other / Unclassified"
"Ferryt"	"Other / Unclassified"
"FHIR"	"Other / Unclassified"
"FI"	"Other / Unclassified"
"FICO"	"Other / Unclassified"
"Fiddler"	"Other / Unclassified"
"Field Service"	"Other / Unclassified"
"FigJam"	"Other / Unclassified"
"Figma"	"Tools & Collaboration"
"file shares"	"Other / Unclassified"
"File Systems"	"Other / Unclassified"
"FileAid"	"Other / Unclassified"
"Filebeat"	"Other / Unclassified"
"Finanse"	"Other / Unclassified"
"FinOps"	"Other / Unclassified"
"FinTech"	"Other / Unclassified"
"Fiori"	"Other / Unclassified"
"Firebas"	"Other / Unclassified"
"Firebase"	"Other / Unclassified"
"Firebase Analytics"	"Other / Unclassified"
"Firebase Crashlytics"	"Other / Unclassified"
"Firebase libs"	"Other / Unclassified"
"Firebase Test Lab"	"Other / Unclassified"
"Firebird"	"Other / Unclassified"
"Firewall"	"Other / Unclassified"
"firewall klasy UTM"	"Other / Unclassified"
"firewall/NGFW"	"Other / Unclassified"
"firewalle"	"Other / Unclassified"
"Firewalls"	"Other / Unclassified"
"Firmware"	"Other / Unclassified"
"FitNesse"	"Other / Unclassified"
"Fivetran HVR"	"Other / Unclassified"
"FIX Dictionary"	"Other / Unclassified"
"FIX Protocol"	"Other / Unclassified"
"Flask"	"Frameworks & Platforms"
"FlatSat testbeds"	"Other / Unclassified"
"Flexera Data Platform"	"Other / Unclassified"
"Flexera Snow"	"Other / Unclassified"
"FlexeraOne"	"Other / Unclassified"
"Flexeras DataPlatform"	"Other / Unclassified"
"FlexNet Manager Suite"	"Other / Unclassified"
"FlexNetManagerSuite"	"Other / Unclassified"
"Flink"	"Other / Unclassified"
"Flow"	"Other / Unclassified"
"Flow Designer"	"Other / Unclassified"
"Fluentd"	"Other / Unclassified"
"Flutter"	"Frameworks & Platforms"
"Flutter SDK"	"Frameworks & Platforms"
"Flux"	"Other / Unclassified"
"Flux CD"	"Other / Unclassified"
"FluxCD"	"Other / Unclassified"
"Flyway"	"Other / Unclassified"
"FMEA"	"Other / Unclassified"
"Forex"	"Other / Unclassified"
"ForgeRock"	"Other / Unclassified"
"Forms"	"Other / Unclassified"
"FortiAnalyzer"	"Other / Unclassified"
"Fortigate"	"Other / Unclassified"
"Fortinet"	"Other / Unclassified"
"Fortinet WIF"	"Other / Unclassified"
"FOSSA"	"Other / Unclassified"
"Framer Website Builder"	"Other / Unclassified"
"Framework AI/ ML"	"Other / Unclassified"
"Framework MVC"	"Other / Unclassified"
"framework webowy"	"Other / Unclassified"
"Framework Yii"	"Other / Unclassified"
"frameworki bezpieczeñstwa"	"Other / Unclassified"
"FreeRTOS"	"Other / Unclassified"
"Freshdesk"	"Other / Unclassified"
"Front-End"	"Other / Unclassified"
"Frontend"	"Other / Unclassified"
"FSLogix"	"Other / Unclassified"
"FTP"	"Other / Unclassified"
"FTPS"	"Other / Unclassified"
"Fullstack"	"Other / Unclassified"
"FullStory"	"Other / Unclassified"
"Function Modules"	"Other / Unclassified"
"FX"	"Other / Unclassified"
"GA4"	"Other / Unclassified"
"Gantt"	"Other / Unclassified"
"Gateway"	"Other / Unclassified"
"Gatling"	"Other / Unclassified"
"Gazebo"	"Other / Unclassified"
"GCC"	"Other / Unclassified"
"GCD"	"Other / Unclassified"
"GCP"	"Cloud & Managed Services"
"GCP / Openshift"	"Cloud & Managed Services"
"GCP Big Query"	"Cloud & Managed Services"
"GCP BigQuery"	"Databases & Data Stores"
"GDAL"	"Other / Unclassified"
"GDPR"	"Other / Unclassified"
"Gemini"	"Other / Unclassified"
"Gen AI"	"Other / Unclassified"
"GenAI"	"Other / Unclassified"
"Generative AI"	"Other / Unclassified"
"GenerativeAI"	"Other / Unclassified"
"Genetec"	"Other / Unclassified"
"Geopandas"	"Libraries"
"GeoServer"	"Other / Unclassified"
"German"	"Other / Unclassified"
"Gerrit"	"Other / Unclassified"
"Gherkin"	"Other / Unclassified"
"Ghidra"	"Other / Unclassified"
"GHS"	"Other / Unclassified"
"Gigabit Ethernet"	"Other / Unclassified"
"Gimp"	"Other / Unclassified"
"Gin"	"Other / Unclassified"
"GIS"	"Other / Unclassified"
"Git"	"Tools & Collaboration"
"GIT  podstawowa znajomoæ systemu kontroli wersji"	"Tools & Collaboration"
"Git STL"	"Tools & Collaboration"
"GitFlow"	"Tools & Collaboration"
"GitHub"	"Tools & Collaboration"
"GitHub Action"	"Tools & Collaboration"
"Github Actions"	"Tools & Collaboration"
"GitHub Copilot"	"Tools & Collaboration"
"GitHub Copilot/AI tools"	"Tools & Collaboration"
"GitHub Enterprise"	"Tools & Collaboration"
"GitHub VCS"	"Tools & Collaboration"
"GitLab"	"Tools & Collaboration"
"GitLab CI"	"Tools & Collaboration"
"GitLab CI/CD"	"Tools & Collaboration"
"GitLabYoutrack"	"Tools & Collaboration"
"GitOps"	"Tools & Collaboration"
"GKE"	"Cloud & Managed Services"
"GlassFish"	"Other / Unclassified"
"Glue"	"Cloud & Managed Services"
"GMOB"	"Other / Unclassified"
"GMP"	"Other / Unclassified"
"GNSS"	"Other / Unclassified"
"GNU"	"Other / Unclassified"
"Go"	"Programming Languages"
"Golang"	"Programming Languages"
"GoldenGate"	"Other / Unclassified"
"Google Ad Manager"	"Other / Unclassified"
"Google Ads"	"Other / Unclassified"
"Google Analytic"	"Other / Unclassified"
"Google Analytics"	"Other / Unclassified"
"Google Analytics (GA4"	"Other / Unclassified"
"Google Analytics 4"	"Other / Unclassified"
"Google Big Query"	"Other / Unclassified"
"Google BigQuery"	"Databases & Data Stores"
"Google Cloud"	"Cloud & Managed Services"
"Google Cloud Platform"	"Cloud & Managed Services"
"Google Cloud Storage"	"Cloud & Managed Services"
"Google Dataflow"	"Other / Unclassified"
"Google Guava"	"Other / Unclassified"
"Google Kubernetes Engine"	"Frameworks & Platforms"
"Google Marketing Platform"	"Other / Unclassified"
"Google Pay SDK"	"Other / Unclassified"
"Google Play"	"Other / Unclassified"
"Google Play Developer Console"	"Other / Unclassified"
"Google Play SDK"	"Other / Unclassified"
"Google Protocol Buffers"	"Other / Unclassified"
"Google Search Console"	"Other / Unclassified"
"Google Sheets"	"Other / Unclassified"
"Google Tag Manager"	"Other / Unclassified"
"Google Workspace"	"Other / Unclassified"
"Gosu"	"Other / Unclassified"
"gotowoæ"	"Other / Unclassified"
"GPC"	"Other / Unclassified"
"GPEN"	"Other / Unclassified"
"GPFS"	"Other / Unclassified"
"GPO"	"Other / Unclassified"
"GPT"	"Other / Unclassified"
"GPU acceleration for AI"	"Other / Unclassified"
"Gradle"	"Tools & Collaboration"
"Grafama"	"Other / Unclassified"
"Grafana"	"Tools & Collaboration"
"Grafana Loki"	"Tools & Collaboration"
"GraffitiBuilder"	"Other / Unclassified"
"Grafy wiedzy / Neo4j"	"Databases & Data Stores"
"Grape"	"Other / Unclassified"
"Graph API"	"Other / Unclassified"
"Graph Theory"	"Other / Unclassified"
"Graphana"	"Other / Unclassified"
"Graphic Design"	"Other / Unclassified"
"GraphQL"	"Libraries"
"Gravitee"	"Other / Unclassified"
"Graylog"	"Other / Unclassified"
"GRC"	"Other / Unclassified"
"Great Expectations"	"Other / Unclassified"
"GreyNoise"	"Other / Unclassified"
"Groovy"	"Programming Languages"
"Groovy Script"	"Other / Unclassified"
"Group Policy"	"Other / Unclassified"
"gRPC"	"Libraries"
"Gsap"	"Other / Unclassified"
"GSL"	"Other / Unclassified"
"GStreamer"	"Other / Unclassified"
"Guidewire"	"Other / Unclassified"
"Guidewire ClaimCenter 10"	"Other / Unclassified"
"Guidwire"	"Other / Unclassified"
"GWT"	"Other / Unclassified"
"GxP"	"Other / Unclassified"
"GXPN"	"Other / Unclassified"
"H323"	"Other / Unclassified"
"HA cluster"	"Other / Unclassified"
"HA Hyper-V"	"Other / Unclassified"
"HA/DR"	"Other / Unclassified"
"Hadoop"	"Frameworks & Platforms"
"HANA"	"Databases & Data Stores"
"Handlebars"	"Other / Unclassified"
"Hanwha"	"Other / Unclassified"
"hapi"	"Other / Unclassified"
"HAProxy"	"Other / Unclassified"
"Harbor"	"Other / Unclassified"
"Hardware and cloud-native networking"	"Cloud & Managed Services"
"Hashicorp Vault"	"Other / Unclassified"
"HBase"	"Databases & Data Stores"
"HCI"	"Other / Unclassified"
"HDFS"	"Other / Unclassified"
"Heap"	"Other / Unclassified"
"Heap Analytics"	"Other / Unclassified"
"Helix"	"Other / Unclassified"
"Helm"	"Tools & Collaboration"
"Helm charts"	"Tools & Collaboration"
"help-desk"	"Other / Unclassified"
"Heroku"	"Other / Unclassified"
"Hexagonal Architecture"	"Other / Unclassified"
"HeyGen"	"Other / Unclassified"
"Hibernate"	"Frameworks & Platforms"
"Hibernate/JPA"	"Frameworks & Platforms"
"Hierarchical Profiler"	"Other / Unclassified"
"High level of customer s"	"Other / Unclassified"
"High Performance Computing (HPC"	"Other / Unclassified"
"Highcharts"	"Other / Unclassified"
"Hikvision"	"Other / Unclassified"
"Hilt"	"Other / Unclassified"
"Hitachi"	"Other / Unclassified"
"Hitachi HNAS"	"Other / Unclassified"
"Hitachi Storage"	"Other / Unclassified"
"Hive"	"Other / Unclassified"
"Hive SQL"	"Other / Unclassified"
"HL7"	"Other / Unclassified"
"HL7 CDA"	"Other / Unclassified"
"HL7 FHIR"	"Other / Unclassified"
"HL7/IHE"	"Other / Unclassified"
"HLS"	"Other / Unclassified"
"HMI"	"Other / Unclassified"
"Hotjar"	"Other / Unclassified"
"Hotjar / Clarity"	"Other / Unclassified"
"HP"	"Other / Unclassified"
"HP 3par"	"Other / Unclassified"
"HP ALM"	"Other / Unclassified"
"HPE Aruba"	"Other / Unclassified"
"HPSM"	"Other / Unclassified"
"HR"	"Other / Unclassified"
"HRSD"	"Other / Unclassified"
"HSM"	"Other / Unclassified"
"HTML"	"Programming Languages"
"HTML 5"	"Other / Unclassified"
"HTML/CSS"	"Other / Unclassified"
"HTML5"	"Other / Unclassified"
"HTML5 / CSS3"	"Cloud & Managed Services"
"Hudi"	"Other / Unclassified"
"HudsonRock"	"Other / Unclassified"
"Hugging Face"	"Other / Unclassified"
"Hugging Face Transformers"	"Other / Unclassified"
"HuggingFace"	"Other / Unclassified"
"Human Interface Guidelines"	"Other / Unclassified"
"hurtownia danych"	"Other / Unclassified"
"Hybrid Active Directory"	"Other / Unclassified"
"Hybrid Cloud"	"Cloud & Managed Services"
"Hypatos"	"Other / Unclassified"
"Hyper-V"	"Other / Unclassified"
"Hyperconverged Infrastructure"	"Other / Unclassified"
"Hyva Checkout"	"Other / Unclassified"
"Hyva Thems"	"Other / Unclassified"
"Change Framework"	"Other / Unclassified"
"Change Management"	"Other / Unclassified"
"character creator 4"	"Other / Unclassified"
"Charles"	"Other / Unclassified"
"ChaRM"	"Other / Unclassified"
"Chart.js"	"Other / Unclassified"
"ChatGPT"	"Other / Unclassified"
"Check Point"	"Other / Unclassified"
"Checkmarx"	"Other / Unclassified"
"Checkmate"	"Other / Unclassified"
"CheckMK"	"Other / Unclassified"
"Chef"	"Tools & Collaboration"
"Chmura Azure"	"Cloud & Managed Services"
"Chmura Google"	"Other / Unclassified"
"Chmura: AWS lub Azure"	"Cloud & Managed Services"
"Chroma"	"Other / Unclassified"
"Chrome DevTools"	"Other / Unclassified"
"I2C"	"Other / Unclassified"
"IaaS"	"Other / Unclassified"
"IaC"	"Other / Unclassified"
"IAM"	"Cloud & Managed Services"
"IAM / RBAC"	"Cloud & Managed Services"
"IBM"	"Other / Unclassified"
"IBM Cloud MQ"	"Cloud & Managed Services"
"IBM Cognos"	"Other / Unclassified"
"IBM Connections"	"Other / Unclassified"
"IBM Data Architect"	"Other / Unclassified"
"IBM DB2"	"Databases & Data Stores"
"IBM Flow Manager"	"Other / Unclassified"
"IBM I5"	"Other / Unclassified"
"IBM Infosphere Data Stage"	"Other / Unclassified"
"IBM Mainframe"	"Other / Unclassified"
"IBM MQ"	"Other / Unclassified"
"IBM Planning Analytics"	"Other / Unclassified"
"IBM SAN Volume Controller"	"Other / Unclassified"
"IBM SAN Volume Controller (SVC"	"Other / Unclassified"
"IBM SCCD"	"Other / Unclassified"
"IBM Storage"	"Other / Unclassified"
"IBM WMQ"	"Other / Unclassified"
"ICE Data Service"	"Other / Unclassified"
"Iceberg"	"Other / Unclassified"
"Icinga2"	"Other / Unclassified"
"iclone 8"	"Other / Unclassified"
"ICMP"	"Other / Unclassified"
"ICOFR"	"Other / Unclassified"
"ICSR"	"Other / Unclassified"
"IDA"	"Other / Unclassified"
"IDA Pro"	"Other / Unclassified"
"IDEA"	"Other / Unclassified"
"Identity Management"	"Other / Unclassified"
"IDoc"	"Other / Unclassified"
"IdoSell"	"Other / Unclassified"
"IDPS"	"Other / Unclassified"
"IDS/IPS"	"Other / Unclassified"
"IDz/RDz"	"Other / Unclassified"
"iFlow"	"Other / Unclassified"
"IFS"	"Other / Unclassified"
"IFS App/Cloud"	"Cloud & Managed Services"
"IFS Applications 10 lub IFS Cloud"	"Cloud & Managed Services"
"Ignition Platform"	"Other / Unclassified"
"IHE"	"Other / Unclassified"
"IIS"	"Other / Unclassified"
"Illustrator"	"Other / Unclassified"
"IMAP"	"Other / Unclassified"
"IMS"	"Other / Unclassified"
"IMS/DC"	"Other / Unclassified"
"In-App Extensibility"	"Other / Unclassified"
"Incognito"	"Other / Unclassified"
"incremental refresh"	"Other / Unclassified"
"InDesign"	"Other / Unclassified"
"Industry"	"Other / Unclassified"
"Infinispan"	"Other / Unclassified"
"InfluxDB"	"Databases & Data Stores"
"Infoblox"	"Other / Unclassified"
"INFOR"	"Other / Unclassified"
"Informatica"	"Other / Unclassified"
"Informatica Data Governance"	"Other / Unclassified"
"Informatica Power Center"	"Other / Unclassified"
"Informatica PowerCenter"	"Other / Unclassified"
"Informix"	"Other / Unclassified"
"Infrastructure as Code"	"Other / Unclassified"
"Infrastructure Automation"	"Other / Unclassified"
"infrastruktura Data Center"	"Other / Unclassified"
"inne"	"Other / Unclassified"
"Insight"	"Other / Unclassified"
"Insights"	"Other / Unclassified"
"inSite"	"Other / Unclassified"
"InstallShield"	"Other / Unclassified"
"Instana"	"Other / Unclassified"
"integracja"	"Other / Unclassified"
"integracyjne"	"Other / Unclassified"
"integralnoæ skóry itp"	"Other / Unclassified"
"Integration"	"Other / Unclassified"
"integration testing"	"Other / Unclassified"
"IntelliJ"	"Other / Unclassified"
"Intune"	"Other / Unclassified"
"Intune (Endpoint Manager"	"Other / Unclassified"
"InVision"	"Other / Unclassified"
"IOS"	"Frameworks & Platforms"
"IoT"	"Other / Unclassified"
"IoT Systems"	"Other / Unclassified"
"IP"	"Other / Unclassified"
"IP CCTV"	"Other / Unclassified"
"IP networks"	"Other / Unclassified"
